TIME,PRESS FILTER [hpa],HEIGHT FILTER [m],PRESS RAW [hpa],HEIGHT RAW [m],ACCEL [m/s2],SPEED [m/s],EVENT,EVENT,VOLT. CHANNEL,VOLTAGE [V]
59.69,95828.25,147.4908752,95828,147.51297,-17.9523,-4.37668457,0,PAD,3,0.504165513
59.715,95829.99219,147.339386,95833,147.0774536,-17.9523,-4.392211914,0,PAD,4,0.493495344
59.74,95831.59375,147.2000122,95838,146.6419983,-17.9523,-4.432543945,0,PAD,5,8.120966357
59.765,95833.41406,147.0411682,95838,146.6419983,-17.9523,-4.457739258,0,PAD,1,8.111537991
59.79,95835.29688,146.8770752,95838,146.6419983,-17.4618,-4.469042969,0,PAD,2,0.493495344
59.815,95836.57031,146.7666321,95838,146.6419983,-17.4618,-4.467285156,0,PAD,3,0.493495344
59.84,95837.76563,146.6625061,95836,146.8160706,-17.4618,-4.439453125,0,PAD,4,0.490827801
59.865,95839.66406,146.4968567,95843,146.206543,-17.9523,-4.453686523,0,PAD,5,8.130394724
59.89,95841.26563,146.3574829,95847,145.8583984,-17.4618,-4.484350586,0,PAD,1,8.114680779
59.915,95842.40625,146.2580872,95842,146.2938538,-17.9523,-4.463256836,0,PAD,2,0.498830428
59.94,95843.76563,146.1397705,95843,146.206543,-17.9523,-4.440063477,0,PAD,3,0.501497971
59.965,95844.98438,146.0335388,95833,147.0774536,-17.9523,-4.332714844,0,PAD,4,0.498830428
59.99,95846.46094,145.9052124,95847,145.8583984,-17.9523,-4.324633789,0,PAD,5,8.124109146
60.015,95847.83594,145.7853088,95847,145.8583984,-17.9523,-4.306079102,0,PAD,1,8.117823568
60.04,95849.09375,145.6759338,95854,145.2489319,-17.4618,-4.328759766,0,PAD,2,0.498830428
60.065,95851.21094,145.4913635,95858,144.9002991,-17.4618,-4.366552734,0,PAD,3,0.493495344
60.09,95852.79688,145.3535767,95858,144.9002991,-17.4618,-4.390454102,0,PAD,4,0.496162886
60.115,95854.71094,145.1868896,95858,144.9002991,-17.4618,-4.400927734,0,PAD,5,8.13982309
60.14,95856.66406,145.01651,95863,144.4649353,-17.4618,-4.435351563,0,PAD,1,8.108395202
60.165,95857.88281,144.9108276,95863,144.4649353,-17.4618,-4.455078125,0,PAD,2,0.498830428
60.19,95859.38281,144.7798767,95858,144.9002991,-16.8732,-4.425146484,0,PAD,3,0.501497971
60.215,95861.30469,144.6126709,95863,144.4649353,-16.8732,-4.422583008,0,PAD,4,0.498830428
60.24,95863.22656,144.4454651,95873,143.5947571,-16.8732,-4.481396484,0,PAD,5,8.130394724
60.265,95864.89844,144.2998352,95873,143.5947571,-16.8732,-4.523828125,0,PAD,1,8.108395202
60.29,95866.94531,144.121582,95863,144.4649353,-17.4618,-4.478344727,0,PAD,2,0.496162886
60.315,95868.75,143.9643555,95868,144.0300903,-17.4618,-4.461450195,0,PAD,3,0.496162886
60.34,95870.57031,143.8061218,95873,143.5947571,-17.4618,-4.469799805,0,PAD,4,0.498830428
60.365,95872.10156,143.6725769,95873,143.5947571,-17.4618,-4.466357422,0,PAD,5,8.13982309
60.39,95873.99219,143.5079956,95877,143.2461853,-17.9523,-4.480615234,0,PAD,1,8.095824046
60.415,95876.14844,143.3203125,95879,143.0721436,-17.4618,-4.496533203,0,PAD,2,0.493495344
60.44,95878.13281,143.1478577,95884,142.6368408,-17.4618,-4.536010742,0,PAD,3,0.493495344
60.465,95880.17969,142.969635,95884,142.6368408,-17.4618,-4.561206055,0,PAD,4,0.498830428
60.49,95882.41406,142.775116,95888,142.2888489,-17.4618,-4.601098633,0,PAD,5,8.127251935
60.515,95884.875,142.5606384,95888,142.2888489,-17.4618,-4.62668457,0,PAD,1,8.108395202
60.54,95886.85156,142.3887329,95888,142.2888489,-17.9523,-4.637548828,0,PAD,2,0.493495344
60.565,95888.85156,142.2147217,95893,141.8535767,-17.9523,-4.672827148,0,PAD,3,0.496162886
60.59,95891.41406,141.9918213,95909,140.4611511,-17.9523,-4.81027832,0,PAD,4,0.504165513
60.615,95894.32813,141.737915,95914,140.0259705,-18.5409,-4.961621094,0,PAD,5,8.130394724
60.64,95896.85938,141.5176697,95909,140.4611511,-18.5409,-5.051538086,0,PAD,1,8.105252413
60.665,95899.75781,141.2653503,95919,139.5907898,-18.5409,-5.196557617,0,PAD,2,0.498830428
60.69,95902.51563,141.0251465,95909,140.4611511,-19.0314,-5.243164063,0,PAD,3,0.498830428
60.715,95905.15625,140.7954407,95909,140.4611511,-19.0314,-5.272949219,0,PAD,4,0.488160259
60.74,95907.46875,140.5941162,95919,139.5907898,-19.62,-5.360742188,0,PAD,5,8.13982309
60.765,95909.96094,140.377594,95914,140.0259705,-19.62,-5.392211914,0,PAD,1,8.105252413
60.79,95912.86719,140.1242371,95930,138.6337891,-20.2086,-5.525439453,0,PAD,2,0.496162886
60.815,95915.73438,139.8751221,95923,139.2428894,-20.2086,-5.582543945,0,PAD,3,0.493495344
60.84,95918.83594,139.6049805,95925,139.0689087,-20.2086,-5.636694336,0,PAD,4,0.496162886
60.865,95922.08594,139.3222351,95933,138.3726196,-20.2086,-5.732055664,0,PAD,5,8.136680301
60.89,95924.73438,139.092041,95935,138.1986694,-20.2086,-5.820678711,0,PAD,1,8.117823568
60.915,95927.27344,138.8707886,95925,139.0689087,-20.2086,-5.814697266,0,PAD,2,0.490827801
60.94,95930.03906,138.630127,95940,137.7635803,-20.6991,-5.905004883,0,PAD,3,0.493495344
60.965,95932.44531,138.4209595,95946,137.241272,-21.2877,-6.017993164,0,PAD,4,0.493495344
60.99,95934.85938,138.2107544,95944,137.415741,-20.6991,-6.093579102,0,PAD,5,8.124109146
61.015,95937.41406,137.9884949,95946,137.241272,-20.2086,-6.162841797,0,PAD,1,8.095824046
61.04,95939.67188,137.7919617,95949,136.9806824,-20.2086,-6.233789063,0,PAD,2,0.493495344
61.065,95942.17969,137.5738831,95935,138.1986694,-20.2086,-6.181958008,0,PAD,3,0.504165513
61.09,95944.32813,137.3868408,95944,137.415741,-20.2086,-6.185229492,0,PAD,4,0.496162886
61.115,95946.29688,137.2155457,95944,137.415741,-20.2086,-6.173779297,0,PAD,5,8.127251935
61.14,95948.53906,137.0205994,95956,136.3717041,-20.2086,-6.235888672,0,PAD,1,8.111537991
61.165,95950.64844,136.8372192,95933,138.3726196,-20.2086,-6.108837891,0,PAD,2,0.493495344
61.19,95953.10156,136.6239014,95949,136.9806824,-20.2086,-6.094848633,0,PAD,3,0.496162886
61.215,95955.125,136.4473877,95949,136.9806824,-19.62,-6.066992188,0,PAD,4,0.498830428
61.24,95956.98438,136.2860718,95960,136.0233765,-19.62,-6.106835938,0,PAD,5,8.120966357
61.265,95959,136.1105957,95965,135.5883789,-19.62,-6.165576172,0,PAD,1,8.117823568
61.29,95960.85156,135.9493103,95960,136.0233765,-20.2086,-6.167993164,0,PAD,2,0.501497971
61.315,95962.75,135.7843323,95954,136.5456238,-19.62,-6.110742188,0,PAD,3,0.496162886
61.34,95964.63281,135.6204224,95954,136.5456238,-20.2086,-6.043798828,0,PAD,4,0.493495344
61.365,95966.82813,135.429718,95960,136.0233765,-20.2086,-6.010058594,0,PAD,5,8.127251935
61.39,95969.16406,135.2264099,95970,135.1539307,-20.2086,-6.038549805,0,PAD,1,8.117823568
61.415,95971.4375,135.0289001,95970,135.1539307,-20.2086,-6.048950195,0,PAD,2,0.496162886
61.44,95972.89063,134.9022827,95960,136.0233765,-20.2086,-5.97109375,0,PAD,3,0.493495344
61.465,95975.00781,134.7178955,95981,134.1968079,-20.2086,-6.037817383,0,PAD,4,0.496162886
61.49,95976.70313,134.5708313,95965,135.5883789,-20.6991,-5.967944336,0,PAD,5,8.127251935
61.515,95977.89063,134.4673462,95976,134.6317444,-21.2877,-5.968676758,0,PAD,1,8.070681736
61.54,95979.25,134.3491516,95970,135.1539307,-21.2877,-5.910986328,0,PAD,2,0.498830428
61.565,95980.53125,134.237793,95981,134.1968079,-21.2877,-5.923535156,0,PAD,3,0.493495344
61.59,95981.96094,134.1132813,95981,134.1968079,-21.2877,-5.920458984,0,PAD,4,0.496162886
61.615,95983.44531,133.9840698,95970,135.1539307,-20.6991,-5.822436523,0,PAD,5,8.133537512
61.64,95985.05469,133.8443604,95981,134.1968079,-20.6991,-5.796728516,0,PAD,1,8.108395202
61.665,95986.14844,133.7492676,95984,133.9357605,-20.6991,-5.781494141,0,PAD,2,0.496162886
61.69,95987.49219,133.6321411,95976,134.6317444,-21.2877,-5.694824219,0,PAD,3,0.488160259
61.715,95987.90625,133.5964355,95970,135.1539307,-21.2877,-5.555639648,0,PAD,4,0.496162886
61.74,95988.80469,133.518158,95986,133.7618713,-20.6991,-5.529492188,0,PAD,5,8.130394724
61.765,95990.15625,133.4005127,95986,133.7618713,-20.6991,-5.492431641,0,PAD,1,8.105252413
61.79,95991.33594,133.2980957,95979,134.3706665,-21.2877,-5.391479492,0,PAD,2,0.501497971
61.815,95992.63281,133.1851501,95981,134.1968079,-21.2877,-5.300195313,0,PAD,3,0.490827801
61.84,95993.57813,133.1026917,95991,133.3269653,-20.6991,-5.274487305,0,PAD,4,0.493495344
61.865,95994.40625,133.0307312,95990,133.4141541,-20.6991,-5.229858398,0,PAD,5,8.136680301
61.89,95995.78906,132.9104614,95995,132.9792786,-20.2086,-5.212133789,0,PAD,1,8.105252413
61.915,95997.13281,132.7938843,95990,133.4141541,-20.2086,-5.14440918,0,PAD,2,0.498830428
61.94,95997.78125,132.7376709,95979,134.3706665,-19.62,-4.988012695,0,PAD,3,0.496162886
61.965,95998.60938,132.6651917,95990,133.4141541,-19.62,-4.911010742,0,PAD,4,0.501497971
61.99,95999.67969,132.5722351,95995,132.9792786,-19.62,-4.863061523,0,PAD,5,8.136680301
62.015,96000.57031,132.4950256,95995,132.9792786,-19.62,-4.805834961,0,PAD,1,8.108395202
62.04,96001.00781,132.4566956,95990,133.4141541,-20.2086,-4.703662109,0,PAD,2,0.490827801
62.065,96001.67969,132.398407,95997,132.8054199,-20.2086,-4.647290039,0,PAD,3,0.504165513
62.09,96002.63281,132.3154297,95997,132.8054199,-20.2086,-4.583349609,0,PAD,4,0.496162886
62.115,96004.25,132.1746521,95997,132.8054199,-19.62,-4.511010742,0,PAD,5,8.13982309
62.14,96005.54688,132.0622864,96009,131.7618713,-19.62,-4.519775391,0,PAD,1,8.117823568
62.165,96006.57031,131.9729919,96004,132.1967163,-19.62,-4.478930664,0,PAD,2,0.498830428
62.19,96008.24219,131.8275146,96020,130.805603,-19.62,-4.545678711,0,PAD,3,0.493495344
62.215,96010.01563,131.673645,96006,132.0228882,-19.62,-4.492260742,0,PAD,4,0.498830428
62.24,96011.71094,131.5260925,96006,132.0228882,-20.2086,-4.430859375,0,PAD,5,8.136680301
62.265,96013.03125,131.4110718,96007,131.9356995,-20.2086,-4.368603516,0,PAD,1,8.114680779
62.29,96014.60156,131.2745361,96013,131.4142456,-20.2086,-4.343774414,0,PAD,2,0.498830428
62.315,96016.75,131.0881348,96023,130.5446167,-20.2086,-4.381518555,0,PAD,3,0.498830428
62.34,96018.29688,130.9537048,96004,132.1967163,-20.2086,-4.265087891,0,PAD,4,0.490827801
62.365,96019.44531,130.8533936,96014,131.3270569,-20.6991,-4.218798828,0,PAD,5,8.130394724
62.39,96020.66406,130.7478333,96011,131.5880432,-20.6991,-4.141870117,0,PAD,1,8.111537991
62.415,96021.89844,130.6401978,96018,130.9794312,-21.2877,-4.110717773,0,PAD,2,0.504165513
62.44,96022.69531,130.5708923,96013,131.4142456,-20.6991,-4.033789063,0,PAD,3,0.496162886
62.465,96023.35156,130.5141907,96007,131.9356995,-20.6991,-3.907275391,0,PAD,4,0.498830428
62.49,96024.73438,130.3939209,96023,130.5446167,-20.2086,-3.895458984,0,PAD,5,8.13982309
62.515,96025.40625,130.3351135,96020,130.805603,-20.2086,-3.852148438,0,PAD,1,8.098966835
62.54,96025.92188,130.2904968,96016,131.1532288,-19.62,-3.771020508,0,PAD,2,0.493495344
62.565,96026.3125,130.2563477,96016,131.1532288,-19.62,-3.684838867,0,PAD,3,0.498830428
62.59,96027.17188,130.1817932,96018,130.9794312,-20.2086,-3.609594727,0,PAD,4,0.498830428
62.615,96028.22656,130.0899048,96025,130.3708191,-20.2086,-3.580566406,0,PAD,5,8.127251935
62.64,96029.38281,129.989624,96035,129.5013123,-20.6991,-3.615820313,0,PAD,1,8.111537991
62.665,96031.10156,129.8399658,96041,128.9794312,-20.6991,-3.682128906,0,PAD,2,0.493495344
62.69,96032.38281,129.7286682,96032,129.7622681,-20.6991,-3.666967773,0,PAD,3,0.498830428
62.715,96033.875,129.5989685,96034,129.5884705,-20.2086,-3.656005859,0,PAD,4,0.493495344
62.74,96035.79688,129.4320068,96049,128.2843323,-19.62,-3.744995117,0,PAD,5,8.130394724
62.765,96038.27344,129.2167358,96056,127.6759033,-19.0314,-3.868017578,0,PAD,1,8.111537991
62.79,96040.02344,129.0644836,96048,128.3709412,-18.5409,-3.911669922,0,PAD,2,0.496162886
62.815,96042.08594,128.8854675,96058,127.5021362,-18.5409,-4.014526367,0,PAD,3,0.493495344
62.84,96044.32813,128.690155,96053,127.9367981,-18.5409,-4.061523438,0,PAD,4,0.496162886
62.865,96045.96094,128.5484009,96039,129.1537476,-18.5409,-3.991333008,0,PAD,5,8.130394724
62.89,96047.86719,128.3825073,96055,127.7625122,-19.0314,-4.031591797,0,PAD,1,8.098966835
62.915,96049.52344,128.2386475,96067,126.7194824,-19.0314,-4.146191406,0,PAD,2,0.496162886
62.94,96050.9375,128.1158142,96051,128.1105652,-19.62,-4.122631836,0,PAD,3,0.493495344
62.965,96053.14063,127.9241943,96058,127.5021362,-19.0314,-4.141479492,0,PAD,4,0.501497971
62.99,96055.21875,127.7436218,96070,126.459137,-19.0314,-4.234643555,0,PAD,5,8.130394724
63.015,96058.39844,127.4674988,96070,126.459137,-19.0314,-4.309765625,0,PAD,1,8.098966835
63.04,96061.20313,127.2233887,96076,125.9374084,-18.5409,-4.4109375,0,PAD,2,0.501497971
63.065,96064.10156,126.9714355,96076,125.9374084,-18.5409,-4.492333984,0,PAD,3,0.496162886
63.09,96067.35938,126.6885071,96081,125.5028076,-18.5409,-4.593066406,0,PAD,4,0.496162886
63.115,96070.6875,126.399292,96088,124.8945618,-18.5409,-4.724023438,0,PAD,5,8.127251935
63.14,96073.58594,126.1473389,96083,125.3291016,-18.5409,-4.796191406,0,PAD,1,8.114680779
63.165,96076.71875,125.874939,96093,124.460022,-17.9523,-4.924194336,0,PAD,2,0.493495344
63.19,96079.8125,125.6062317,96093,124.460022,-17.9523,-5.029516602,0,PAD,3,0.501497971
63.215,96082.60938,125.3632202,96099,123.9389038,-17.9523,-5.157519531,0,PAD,4,0.501497971
63.24,96086.21094,125.050415,96099,123.9389038,-17.9523,-5.262841797,0,PAD,5,8.127251935
63.265,96089.72656,124.7444458,96104,123.504425,-19.0314,-5.383251953,0,PAD,1,8.111537991
63.29,96093.46875,124.4196167,96109,123.0699463,-19.62,-5.517944336,0,PAD,2,0.485492716
63.315,96096.15625,124.1860657,96104,123.504425,-20.2086,-5.591333008,0,PAD,3,0.493495344
63.34,96099.85938,123.8644104,96125,121.6800537,-20.2086,-5.799926758,0,PAD,4,0.493495344
63.365,96103.55469,123.5432434,96109,123.0699463,-20.2086,-5.861108398,0,PAD,5,8.127251935
63.39,96107.08594,123.2362671,96120,122.1144714,-19.62,-5.982763672,0,PAD,1,8.111537991
63.415,96110.625,122.9288025,96130,121.2456665,-20.2086,-6.15480957,0,PAD,2,0.493495344
63.44,96114.03125,122.6328735,96129,121.3327637,-20.2086,-6.291137695,0,PAD,3,0.493495344
63.465,96117.46875,122.3343201,96129,121.3327637,-19.62,-6.401855469,0,PAD,4,0.496162886
63.49,96120.95313,122.0315857,96134,120.8983765,-20.2086,-6.525561523,0,PAD,5,8.124109146
63.515,96124.875,121.6910706,96141,120.2903748,-20.2086,-6.675317383,0,PAD,1,8.108395202
63.54,96129.14844,121.3196411,96150,119.5082397,-19.62,-6.864086914,0,PAD,2,0.496162886
63.565,96132.70313,121.0106201,96150,119.5082397,-19.62,-7.022607422,0,PAD,3,0.493495344
63.59,96136.08594,120.7168579,96150,119.5082397,-19.62,-7.151757813,0,PAD,4,0.493495344
63.615,96139.41406,120.4277954,96153,119.2480774,-19.62,-7.277124023,0,PAD,5,8.127251935
63.64,96143.08594,120.1088562,96148,119.6824036,-19.0314,-7.338696289,0,PAD,1,8.108395202
63.665,96145.76563,119.8764954,96148,119.6824036,-19.62,-7.378833008,0,PAD,2,0.498830428
63.69,96148.3125,119.6551208,96146,119.8560181,-19.62,-7.384155273,0,PAD,3,0.493495344
63.715,96151.375,119.3891907,96159,118.7267151,-20.2086,-7.467114258,0,PAD,4,0.496162886
63.74,96153.41406,119.2118835,96141,120.2903748,-20.2086,-7.393945313,0,PAD,5,8.124109146
63.765,96155.0625,119.0686951,96141,120.2903748,-19.62,-7.309863281,0,PAD,1,8.089538469
63.79,96157.125,118.8898315,96152,119.3346252,-19.62,-7.295043945,0,PAD,2,0.493495344
63.815,96159.65625,118.6700745,96160,118.6401672,-19.62,-7.322998047,0,PAD,3,0.496162886
63.84,96161.20313,118.5352783,96141,120.2903748,-19.62,-7.192797852,0,PAD,4,0.501497971
63.865,96162.71094,118.4046936,96139,120.4639893,-19.0314,-7.040722656,0,PAD,5,8.120966357
63.89,96163.96875,118.2955933,96145,119.9425659,-19.62,-6.926855469,0,PAD,1,8.092681258
63.915,96164.78125,118.2247925,96145,119.9425659,-19.62,-6.805883789,0,PAD,2,0.493495344
63.94,96165.84375,118.1324768,96153,119.2480774,-20.2086,-6.735693359,0,PAD,3,0.493495344
63.965,96167.29688,118.0061035,96153,119.2480774,-20.2086,-6.654150391,0,PAD,4,0.488160259
63.99,96168.23438,117.9248047,96143,120.1162109,-20.2086,-6.48996582,0,PAD,5,8.120966357
64.015,96169.26563,117.8351135,96159,118.7267151,-20.2086,-6.439501953,0,PAD,1,8.117823568
64.04,96170.15625,117.7580261,96159,118.7267151,-20.2086,-6.376416016,0,PAD,2,0.493495344
64.065,96170.79688,117.7024231,96148,119.6824036,-20.6991,-6.221899414,0,PAD,3,0.498830428
64.09,96172.125,117.5870667,96167,118.0323181,-20.2086,-6.202905273,0,PAD,4,0.485492716
64.115,96173.625,117.4570007,96183,116.6425781,-20.2086,-6.287133789,0,PAD,5,8.127251935
64.14,96174.5,117.3809509,96162,118.4660645,-20.2086,-6.195141602,0,PAD,1,8.117823568
64.165,96175.73438,117.2734375,96162,118.4660645,-20.2086,-6.094726563,0,PAD,2,0.496162886
64.19,96177.15625,117.1502075,96167,118.0323181,-20.6991,-6.022900391,0,PAD,3,0.498830428
64.215,96177.71094,117.1019592,96166,118.1188354,-20.6991,-5.933837891,0,PAD,4,0.493495344
64.24,96178.78125,117.0091248,96171,117.6846008,-20.6991,-5.87331543,0,PAD,5,8.117823568
64.265,96179.71875,116.9278564,96155,119.0744629,-20.2086,-5.684838867,0,PAD,1,8.108395202
64.29,96179.875,116.9142151,96160,118.6401672,-20.6991,-5.532861328,0,PAD,2,0.496162886
64.315,96179.67188,116.9315186,96166,118.1188354,-20.6991,-5.42199707,0,PAD,3,0.493495344
64.34,96181.41406,116.7804871,96176,117.2503662,-20.2086,-5.378686523,0,PAD,4,0.496162886
64.365,96183.9375,116.5613098,96182,116.7296448,-20.2086,-5.367675781,0,PAD,5,8.120966357
64.39,96186.25781,116.3599548,96187,116.2954407,-20.2086,-5.380200195,0,PAD,1,8.108395202
64.415,96188.04688,116.2047119,96182,116.7296448,-20.2086,-5.340649414,0,PAD,2,0.496162886
64.44,96190.04688,116.0311584,96192,115.8612671,-20.2086,-5.363647461,0,PAD,3,0.498830428
64.465,96192.08594,115.8539429,96192,115.8612671,-20.6991,-5.370703125,0,PAD,4,0.490827801
64.49,96194.41406,115.6515198,96203,114.9064636,-20.6991,-5.443603516,0,PAD,5,8.133537512
64.515,96197.41406,115.391449,96203,114.9064636,-20.2086,-5.496362305,0,PAD,1,8.108395202
64.54,96199.33594,115.2242126,96192,115.8612671,-20.2086,-5.449707031,0,PAD,2,0.498830428
64.565,96201,115.0800171,96208,114.4723511,-20.2086,-5.510888672,0,PAD,3,0.493495344
64.59,96203.03125,114.9038391,96203,114.9064636,-20.2086,-5.51496582,0,PAD,4,0.488160259
64.615,96204.99219,114.7334595,96192,115.8612671,-19.62,-5.424267578,0,PAD,5,8.120966357
64.64,96207.04688,114.5552063,96208,114.4723511,-20.2086,-5.443066406,0,PAD,1,8.098966835
64.665,96209.92188,114.3056335,96227,112.8230896,-20.2086,-5.585180664,0,PAD,2,0.490827801
64.69,96212.58594,114.0744324,96212,114.1253052,-20.2086,-5.592626953,0,PAD,3,0.498830428
64.715,96215.71875,113.8023376,96233,112.302063,-20.2086,-5.738085938,0,PAD,4,0.498830428
64.74,96217.46094,113.6508484,96196,115.5141602,-20.2086,-5.586572266,0,PAD,5,8.127251935
64.765,96219.35938,113.4862366,96222,113.2571411,-19.62,-5.622973633,0,PAD,1,8.102109624
64.79,96221.15625,113.3305359,96227,112.8230896,-20.2086,-5.677392578,0,PAD,2,0.493495344
64.815,96223.30469,113.1439209,96213,114.038269,-20.2086,-5.611450195,0,PAD,3,0.488160259
64.84,96225.46875,112.955719,96227,112.8230896,-20.2086,-5.637768555,0,PAD,4,0.493495344
64.865,96228.28906,112.7109375,96233,112.302063,-20.2086,-5.691357422,0,PAD,5,8.136680301
64.89,96230.70313,112.50177,96233,112.302063,-20.2086,-5.726489258,0,PAD,1,8.102109624
64.915,96233.27344,112.2784729,96243,111.4346008,-20.2086,-5.816992188,0,PAD,2,0.490827801
64.94,96235.85156,112.054657,96243,111.4346008,-20.6991,-5.885668945,0,PAD,3,0.496162886
64.965,96238.58594,111.817749,96243,111.4346008,-20.2086,-5.934204102,0,PAD,4,0.488160259
64.99,96241.21094,111.5897522,96238,111.8685913,-20.2086,-5.926538086,0,PAD,5,8.136680301
65.015,96243.30469,111.4078674,96249,110.9136353,-19.62,-5.984741211,0,PAD,1,8.098966835
65.04,96245.66406,111.2034607,96238,111.8685913,-19.62,-5.943139648,0,PAD,2,0.493495344
65.065,96247.67188,111.0289307,96247,111.0870972,-20.2086,-5.955175781,0,PAD,3,0.501497971
65.09,96249.77344,110.8465576,96257,110.2197571,-19.62,-6.024267578,0,PAD,4,0.493495344
65.115,96251.61719,110.6867065,96247,111.0870972,-20.2086,-5.999414063,0,PAD,5,8.130394724
65.14,96252.99219,110.5671997,96249,110.9136353,-19.0314,-5.975415039,0,PAD,1,8.102109624
65.165,96255.01563,110.3916321,96247,111.0870972,-19.0314,-5.924145508,0,PAD,2,0.496162886
65.19,96257.28125,110.1951294,96263,109.6988525,-19.0314,-5.977709961,0,PAD,3,0.496162886
65.215,96259.30469,110.0195618,96257,110.2197571,-19.0314,-5.968383789,0,PAD,4,0.490827801
65.24,96261.49219,109.8298645,96268,109.2649536,-19.62,-6.024902344,0,PAD,5,8.133537512
65.265,96263.57031,109.6495667,96252,110.6531677,-19.62,-5.944702148,0,PAD,1,8.092681258
65.29,96265.47656,109.4839783,96263,109.6988525,-19.62,-5.935791016,0,PAD,2,0.498830428
65.315,96266.89844,109.3608398,96272,108.9180603,-19.62,-5.978027344,0,PAD,3,0.501497971
65.34,96269.03125,109.175354,96263,109.6988525,-19.0314,-5.935986328,0,PAD,4,0.496162886
65.365,96270.92188,109.011322,96273,108.8310852,-19.0314,-5.955200195,0,PAD,5,8.130394724
65.39,96273.16406,108.816925,96282,108.050354,-19.0314,-6.022583008,0,PAD,1,8.111537991
65.415,96275.69531,108.5973816,96279,108.3107605,-19.62,-6.048046875,0,PAD,2,0.496162886
65.44,96277.39844,108.4496155,96268,109.2649536,-19.62,-5.975830078,0,PAD,3,0.485492716
65.465,96279.24219,108.2897949,96272,108.9180603,-19.0314,-5.922900391,0,PAD,4,0.493495344
65.49,96280.79688,108.1546326,96277,108.4841919,-19.0314,-5.895141602,0,PAD,5,8.136680301
65.515,96282.74219,107.9859009,96272,108.9180603,-19.0314,-5.817041016,0,PAD,1,8.108395202
65.54,96284.24219,107.855957,96272,108.9180603,-19.0314,-5.730200195,0,PAD,2,0.493495344
65.565,96284.44531,107.8381653,96266,109.438385,-18.5409,-5.591748047,0,PAD,3,0.490827801
65.59,96284.39844,107.8423462,96264,109.6123657,-19.0314,-5.433618164,0,PAD,4,0.498830428
65.615,96283.96094,107.8800659,96266,109.438385,-19.0314,-5.288500977,0,PAD,5,8.127251935
65.64,96285.02344,107.7878418,96277,108.4841919,-19.0314,-5.220068359,0,PAD,1,8.092681258
65.665,96285.85156,107.7160645,96275,108.6576233,-19.0314,-5.127758789,0,PAD,2,0.496162886
65.69,96287.35156,107.5861511,96291,107.2696838,-19.62,-5.145703125,0,PAD,3,0.496162886
65.715,96290.46875,107.3157959,96301,106.4021301,-19.0314,-5.222338867,0,PAD,4,0.490827801
65.74,96293.1875,107.0800476,96301,106.4021301,-19.0314,-5.27800293,0,PAD,5,8.124109146
65.765,96296.57031,106.7866516,96309,105.7080078,-19.62,-5.374731445,0,PAD,1,8.102109624
65.79,96299.34375,106.5456543,96307,105.8819275,-19.0314,-5.434570313,0,PAD,2,0.493495344
65.815,96302.13281,106.3041687,96319,104.841095,-19.0314,-5.563183594,0,PAD,3,0.493495344
65.84,96305.60938,106.0024109,96324,104.4074097,-19.62,-5.703466797,0,PAD,4,0.490827801
65.865,96308.91406,105.7158813,96324,104.4074097,-19.62,-5.818652344,0,PAD,5,8.120966357
65.89,96312.85156,105.3743286,96333,103.6270447,-19.62,-5.975708008,0,PAD,1,8.114680779
65.915,96316.53906,105.0542908,96335,103.4531555,-19.0314,-6.120166016,0,PAD,2,0.501497971
65.94,96319.86719,104.765686,96340,103.02005,-19.0314,-6.274267578,0,PAD,3,0.493495344
65.965,96322.97656,104.4959412,96333,103.6270447,-19.0314,-6.349609375,0,PAD,4,0.498830428
65.99,96326.74219,104.1696167,96340,103.02005,-19.0314,-6.454663086,0,PAD,5,8.142965879
66.015,96330.19531,103.8700562,96344,102.6728516,-19.0314,-6.564770508,0,PAD,1,8.105252413
66.04,96333.92969,103.5463867,96354,101.8056641,-19.0314,-6.723046875,0,PAD,2,0.493495344
66.065,96337.49219,103.2373962,96356,101.6323242,-19.62,-6.866625977,0,PAD,3,0.498830428
66.09,96341.44531,102.8943481,96365,100.8521729,-19.62,-7.049169922,0,PAD,4,0.498830428
66.115,96345.08594,102.5785828,96361,101.1987915,-19.62,-7.171362305,0,PAD,5,8.127251935
66.14,96348.60938,102.2732849,96356,101.6323242,-20.2086,-7.229467773,0,PAD,1,8.098966835
66.165,96351.74219,102.0014954,96354,101.8056641,-20.2086,-7.251098633,0,PAD,2,0.493495344
66.19,96355.77344,101.6522217,96375,99.98513794,-20.2086,-7.407226563,0,PAD,3,0.498830428
66.215,96359.71094,101.3108215,96370,100.4186401,-20.2086,-7.49675293,0,PAD,4,0.493495344
66.24,96363.25781,101.003479,96375,99.98513794,-19.62,-7.598388672,0,PAD,5,8.124109146
66.265,96367.03125,100.676239,96375,99.98513794,-20.2086,-7.673632813,0,PAD,1,8.114680779
66.29,96370.80469,100.348999,96381,99.465271,-20.2086,-7.768579102,0,PAD,2,0.501497971
66.315,96374.96875,99.98828125,96397,98.07855225,-20.2086,-7.955249023,0,PAD,3,0.501497971
66.34,96379.04688,99.6343689,96391,98.59835815,-20.2086,-8.063549805,0,PAD,4,0.493495344
66.365,96382.4375,99.34066772,96391,98.59835815,-20.2086,-8.145898438,0,PAD,5,8.120966357
66.39,96385.36719,99.08676147,96381,99.465271,-20.2086,-8.128955078,0,PAD,1,8.108395202
